scenario,true_fcr,proxy_fcr,repeat_30d,repeat_31_60d,churn,aht,burnout,compliance,strain,rep_id,condition,call_id
fraud_line_add,0.0588,0.9106,0.3519,0.6011,0.155,590.6,0.2991,0.4274,0.652,REP-0210,high_pressure,HIGH_PRESSURE-01210
fraud_store_promo,0.1706,0.9664,0.4131,0.6468,0.159,639.7,0.571,0.4014,0.6984,REP-0211,high_pressure,HIGH_PRESSURE-01211
fraud_store_promo,0.1329,0.8566,0.4164,0.6028,0.1871,599.0,0.4791,0.4074,0.7621,REP-0212,high_pressure,HIGH_PRESSURE-01212
gamed_metric,0.1517,0.9571,0.1909,0.7455,0.1774,550.2,0.1998,0.2597,0.6947,REP-0213,high_pressure,HIGH_PRESSURE-01213
fraud_store_promo,0.1523,0.9131,0.4145,0.5614,0.1731,640.6,0.3461,0.3635,0.6633,REP-0214,high_pressure,HIGH_PRESSURE-01214
clean,0.592,0.9297,0.1197,0.0,0.0688,693.4,0.5948,0.4536,0.6845,REP-0215,high_pressure,HIGH_PRESSURE-01215
fraud_hic_exchange,0.042,0.8867,0.4095,0.6946,0.1654,589.9,0.2874,0.3426,0.6641,REP-0216,high_pressure,HIGH_PRESSURE-01216
clean,0.6149,0.9,0.104,0.0706,0.0615,590.4,0.3862,0.3555,0.6685,REP-0217,high_pressure,HIGH_PRESSURE-01217
gamed_metric,0.0411,0.9541,0.1612,0.6457,0.145,661.6,0.6245,0.5636,0.7004,REP-0218,high_pressure,HIGH_PRESSURE-01218
fraud_hic_exchange,0.0898,0.9137,0.4133,0.6373,0.1724,644.7,0.5139,0.4263,0.7856,REP-0219,high_pressure,HIGH_PRESSURE-01219
clean,0.5439,0.9552,0.0722,0.0098,0.1137,684.1,0.656,0.425,0.7587,REP-0220,high_pressure,HIGH_PRESSURE-01220
loyalty_offer_missed,0.1102,0.9049,0.2835,0.9517,0.2096,607.1,0.3434,0.2985,0.7572,REP-0221,high_pressure,HIGH_PRESSURE-01221
clean,0.5265,0.8573,0.0779,0.1491,0.0736,670.2,0.6422,0.4761,0.7307,REP-0222,high_pressure,HIGH_PRESSURE-01222
gamed_metric,0.163,0.9197,0.172,0.777,0.1239,660.9,0.5739,0.5038,0.7723,REP-0223,high_pressure,HIGH_PRESSURE-01223
clean,0.529,0.9068,0.0925,0.0795,0.1063,610.4,0.4546,0.4467,0.7302,REP-0224,high_pressure,HIGH_PRESSURE-01224
gamed_metric,0.1421,0.9246,0.1819,0.7089,0.1233,614.6,0.5602,0.3473,0.7585,REP-0225,high_pressure,HIGH_PRESSURE-01225
unresolvable_clean,0.1053,0.5664,0.4248,0.4629,0.1338,680.1,0.555,0.3143,0.7284,REP-0226,high_pressure,HIGH_PRESSURE-01226
gamed_metric,0.1267,0.9653,0.131,0.7328,0.1353,596.0,0.4153,0.2542,0.7084,REP-0227,high_pressure,HIGH_PRESSURE-01227
fraud_line_add,0.2041,0.8847,0.3428,0.6261,0.1597,561.7,0.3337,0.3166,0.6714,REP-0228,high_pressure,HIGH_PRESSURE-01228
loyalty_offer_missed,0.0529,1.0,0.2597,0.927,0.1907,642.7,0.5531,0.4144,0.7822,REP-0229,high_pressure,HIGH_PRESSURE-01229
fraud_store_promo,0.1639,0.9684,0.3835,0.5949,0.1478,660.0,0.7133,0.5078,0.8602,REP-0230,high_pressure,HIGH_PRESSURE-01230
fraud_care_promo,0.2873,1.0,0.19,0.5552,0.141,567.5,0.4502,0.3969,0.7756,REP-0231,high_pressure,HIGH_PRESSURE-01231
clean,0.5481,0.8903,0.0891,0.0778,0.0489,599.3,0.4793,0.2853,0.6985,REP-0232,high_pressure,HIGH_PRESSURE-01232
loyalty_offer_missed,0.1122,0.9118,0.2909,0.9659,0.192,627.1,0.4885,0.3816,0.6434,REP-0233,high_pressure,HIGH_PRESSURE-01233
fraud_store_promo,0.1212,0.8839,0.3338,0.6914,0.211,598.5,0.3899,0.2782,0.7689,REP-0234,high_pressure,HIGH_PRESSURE-01234
fraud_hic_exchange,0.1174,0.9238,0.4964,0.6656,0.1505,552.5,0.2782,0.2835,0.8078,REP-0235,high_pressure,HIGH_PRESSURE-01235
fraud_hic_exchange,0.0648,0.8948,0.4449,0.6568,0.2031,641.6,0.5586,0.3271,0.6839,REP-0236,high_pressure,HIGH_PRESSURE-01236
clean,0.5911,0.9213,0.0521,0.0844,0.0464,580.7,0.4306,0.3754,0.7234,REP-0237,high_pressure,HIGH_PRESSURE-01237
fraud_hic_exchange,0.0793,0.9095,0.4236,0.6739,0.2112,593.4,0.2889,0.2825,0.726,REP-0238,high_pressure,HIGH_PRESSURE-01238
loyalty_offer_missed,0.0672,0.9784,0.1977,0.8802,0.2169,637.4,0.4288,0.2682,0.6839,REP-0239,high_pressure,HIGH_PRESSURE-01239
clean,0.6012,0.8892,0.035,0.0338,0.0597,589.2,0.1637,0.1885,0.5529,REP-0240,high_pressure,HIGH_PRESSURE-01240
clean,0.4974,0.9153,0.0426,0.0182,0.0743,601.3,0.2476,0.2573,0.5752,REP-0241,high_pressure,HIGH_PRESSURE-01241
clean,0.5565,0.919,0.0456,0.0481,0.0639,627.1,0.5708,0.3928,0.7321,REP-0242,high_pressure,HIGH_PRESSURE-01242
fraud_hic_exchange,0.0938,0.8987,0.4528,0.6623,0.2073,672.7,0.7319,0.3725,0.7566,REP-0243,high_pressure,HIGH_PRESSURE-01243
loyalty_offer_missed,0.0777,0.9282,0.2823,0.868,0.2172,623.7,0.363,0.2912,0.7852,REP-0244,high_pressure,HIGH_PRESSURE-01244
gamed_metric,0.1322,0.9482,0.1757,0.7393,0.1282,650.2,0.5083,0.3806,0.7149,REP-0245,high_pressure,HIGH_PRESSURE-01245
fraud_hic_exchange,0.0602,0.8746,0.4119,0.6398,0.1651,575.1,0.2768,0.3661,0.7274,REP-0246,high_pressure,HIGH_PRESSURE-01246
unresolvable_clean,0.0462,0.5964,0.3822,0.4315,0.1437,655.1,0.5738,0.4272,0.7089,REP-0247,high_pressure,HIGH_PRESSURE-01247
clean,0.5445,0.9471,0.1147,0.1076,0.0929,627.7,0.4865,0.3476,0.7352,REP-0248,high_pressure,HIGH_PRESSURE-01248
fraud_store_promo,0.1667,0.8808,0.4466,0.724,0.1525,593.5,0.2438,0.2851,0.8121,REP-0249,high_pressure,HIGH_PRESSURE-01249
loyalty_offer_missed,0.0707,0.9122,0.2909,0.8785,0.2268,614.5,0.5057,0.2385,0.7355,REP-0250,high_pressure,HIGH_PRESSURE-01250
gamed_metric,0.0561,0.9353,0.1574,0.6712,0.1109,637.3,0.438,0.3773,0.7095,REP-0001,high_pressure,HIGH_PRESSURE-01251
loyalty_offer_missed,0.1181,0.9567,0.3158,0.9024,0.2428,557.2,0.3811,0.2682,0.6849,REP-0002,high_pressure,HIGH_PRESSURE-01252
clean,0.5516,0.9393,0.0709,0.0744,0.0361,643.9,0.6077,0.3453,0.7666,REP-0003,high_pressure,HIGH_PRESSURE-01253
clean,0.5418,0.9117,0.049,0.0487,0.0874,623.2,0.5345,0.433,0.7968,REP-0004,high_pressure,HIGH_PRESSURE-01254
clean,0.5041,0.9034,0.1229,0.0172,0.0484,735.5,0.6626,0.4381,0.6921,REP-0005,high_pressure,HIGH_PRESSURE-01255
loyalty_offer_missed,0.151,0.989,0.2163,0.9495,0.2192,599.9,0.3615,0.2777,0.7382,REP-0006,high_pressure,HIGH_PRESSURE-01256
fraud_line_add,0.1702,0.8378,0.3067,0.5454,0.1282,631.7,0.4977,0.386,0.7693,REP-0007,high_pressure,HIGH_PRESSURE-01257
loyalty_offer_missed,0.1042,0.9897,0.2829,0.9437,0.2617,638.5,0.5435,0.456,0.7189,REP-0008,high_pressure,HIGH_PRESSURE-01258
loyalty_offer_missed,0.0766,0.9697,0.2622,0.9529,0.1955,598.6,0.5871,0.2557,0.7256,REP-0009,high_pressure,HIGH_PRESSURE-01259
clean,0.6209,0.8897,0.0352,0.0125,0.0433,593.8,0.5117,0.3507,0.6598,REP-0010,high_pressure,HIGH_PRESSURE-01260
fraud_store_promo,0.1083,0.9285,0.3493,0.6722,0.1648,582.1,0.5281,0.3082,0.6538,REP-0011,high_pressure,HIGH_PRESSURE-01261
fraud_line_add,0.1033,0.8848,0.3485,0.5875,0.1905,632.8,0.4486,0.2987,0.6802,REP-0012,high_pressure,HIGH_PRESSURE-01262
fraud_hic_exchange,0.0122,0.8924,0.4203,0.6618,0.179,600.1,0.2625,0.2089,0.663,REP-0013,high_pressure,HIGH_PRESSURE-01263
loyalty_offer_missed,0.1094,0.9861,0.2777,0.8737,0.2288,640.3,0.4749,0.3564,0.7578,REP-0014,high_pressure,HIGH_PRESSURE-01264
gamed_metric,0.1348,0.9211,0.1262,0.7285,0.1257,603.1,0.3106,0.312,0.7443,REP-0015,high_pressure,HIGH_PRESSURE-01265
fraud_store_promo,0.1408,0.8838,0.3945,0.6204,0.1452,638.9,0.4579,0.4228,0.6971,REP-0016,high_pressure,HIGH_PRESSURE-01266
fraud_store_promo,0.183,0.9091,0.3636,0.616,0.1956,618.7,0.5203,0.4053,0.6776,REP-0017,high_pressure,HIGH_PRESSURE-01267
unresolvable_clean,0.0419,0.5976,0.4434,0.3757,0.1291,588.8,0.387,0.2221,0.7713,REP-0018,high_pressure,HIGH_PRESSURE-01268
clean,0.5681,0.9459,0.0686,0.048,0.055,644.6,0.6046,0.4147,0.823,REP-0019,high_pressure,HIGH_PRESSURE-01269
fraud_store_promo,0.1434,0.8836,0.3923,0.6316,0.1071,637.0,0.5342,0.5036,0.6548,REP-0020,high_pressure,HIGH_PRESSURE-01270
clean,0.542,0.9531,0.0669,0.1054,0.1135,641.5,0.5832,0.5444,0.7224,REP-0021,high_pressure,HIGH_PRESSURE-01271
loyalty_offer_missed,0.0626,1.0,0.2739,0.9643,0.2367,632.7,0.5854,0.4288,0.7261,REP-0022,high_pressure,HIGH_PRESSURE-01272
gamed_metric,0.0756,0.9392,0.2101,0.7418,0.1498,655.0,0.559,0.4388,0.7271,REP-0023,high_pressure,HIGH_PRESSURE-01273
gamed_metric,0.0262,0.9553,0.1661,0.6772,0.142,606.2,0.3285,0.1881,0.6404,REP-0024,high_pressure,HIGH_PRESSURE-01274
gamed_metric,0.1856,0.9067,0.1584,0.6784,0.1239,642.4,0.629,0.4233,0.654,REP-0025,high_pressure,HIGH_PRESSURE-01275
fraud_store_promo,0.1727,0.9205,0.3912,0.6429,0.1327,588.1,0.3465,0.3024,0.7092,REP-0026,high_pressure,HIGH_PRESSURE-01276
gamed_metric,0.0779,0.9479,0.1818,0.7896,0.148,607.9,0.4906,0.3384,0.7564,REP-0027,high_pressure,HIGH_PRESSURE-01277
clean,0.5642,0.9851,0.1142,0.04,0.0565,665.8,0.7839,0.4982,0.7651,REP-0028,high_pressure,HIGH_PRESSURE-01278
loyalty_offer_missed,0.0435,0.9673,0.208,0.8981,0.189,633.9,0.3449,0.319,0.6791,REP-0029,high_pressure,HIGH_PRESSURE-01279
loyalty_offer_missed,0.0,0.9485,0.2677,0.8918,0.2336,640.4,0.6826,0.5015,0.7207,REP-0030,high_pressure,HIGH_PRESSURE-01280
clean,0.5452,0.984,0.0643,0.0805,0.0953,623.4,0.5905,0.493,0.6813,REP-0031,high_pressure,HIGH_PRESSURE-01281
fraud_store_promo,0.1042,0.894,0.385,0.6511,0.1626,593.2,0.5358,0.4454,0.7787,REP-0032,high_pressure,HIGH_PRESSURE-01282
clean,0.5195,0.9232,0.0619,0.051,0.0808,641.4,0.5984,0.4588,0.7711,REP-0033,high_pressure,HIGH_PRESSURE-01283
clean,0.4988,0.9592,0.0767,0.0444,0.067,582.3,0.3873,0.2868,0.7896,REP-0034,high_pressure,HIGH_PRESSURE-01284
fraud_store_promo,0.1803,1.0,0.3725,0.6667,0.1453,651.5,0.4477,0.4142,0.6893,REP-0035,high_pressure,HIGH_PRESSURE-01285
fraud_hic_exchange,0.0737,0.8843,0.4224,0.6837,0.1858,648.1,0.4985,0.4543,0.7133,REP-0036,high_pressure,HIGH_PRESSURE-01286
gamed_metric,0.1067,1.0,0.2301,0.6264,0.1197,616.3,0.4722,0.3325,0.7109,REP-0037,high_pressure,HIGH_PRESSURE-01287
gamed_metric,0.0751,1.0,0.1741,0.7426,0.1423,582.3,0.5521,0.3323,0.6764,REP-0038,high_pressure,HIGH_PRESSURE-01288
gamed_metric,0.1274,0.9196,0.1628,0.7118,0.1504,596.4,0.4857,0.3028,0.8093,REP-0039,high_pressure,HIGH_PRESSURE-01289
clean,0.5696,0.9097,0.0514,0.1482,0.0714,589.3,0.3451,0.274,0.7451,REP-0040,high_pressure,HIGH_PRESSURE-01290
gamed_metric,0.1131,0.9549,0.14,0.7589,0.1445,655.4,0.5048,0.4663,0.7354,REP-0041,high_pressure,HIGH_PRESSURE-01291
loyalty_offer_missed,0.0784,0.9938,0.2362,0.9016,0.207,586.9,0.4002,0.3132,0.675,REP-0042,high_pressure,HIGH_PRESSURE-01292
gamed_metric,0.2012,1.0,0.1442,0.6573,0.1361,619.9,0.398,0.4068,0.8342,REP-0043,high_pressure,HIGH_PRESSURE-01293
clean,0.5573,0.9681,0.0839,0.0405,0.0958,659.4,0.5725,0.4064,0.732,REP-0044,high_pressure,HIGH_PRESSURE-01294
fraud_hic_exchange,0.1035,0.8734,0.4208,0.6994,0.1584,626.4,0.2949,0.2667,0.7009,REP-0045,high_pressure,HIGH_PRESSURE-01295
unresolvable_clean,0.0404,0.5393,0.3988,0.4063,0.1324,676.2,0.5341,0.3634,0.6781,REP-0046,high_pressure,HIGH_PRESSURE-01296
gamed_metric,0.086,0.9086,0.1358,0.7703,0.1383,587.4,0.4445,0.3633,0.744,REP-0047,high_pressure,HIGH_PRESSURE-01297
gamed_metric,0.0323,0.9263,0.1613,0.6404,0.1256,610.6,0.457,0.3025,0.7373,REP-0048,high_pressure,HIGH_PRESSURE-01298
clean,0.6157,0.9276,0.1059,0.0036,0.0281,585.9,0.2666,0.3873,0.676,REP-0049,high_pressure,HIGH_PRESSURE-01299
gamed_metric,0.13,0.9111,0.2098,0.7214,0.1036,605.6,0.4259,0.349,0.6836,REP-0050,high_pressure,HIGH_PRESSURE-01300
loyalty_offer_missed,0.1754,0.9734,0.2201,0.8848,0.2214,588.6,0.3085,0.3476,0.7376,REP-0051,high_pressure,HIGH_PRESSURE-01301
gamed_metric,0.0982,0.9418,0.163,0.7334,0.1403,631.3,0.5195,0.4185,0.7803,REP-0052,high_pressure,HIGH_PRESSURE-01302
gamed_metric,0.1051,0.9288,0.1461,0.7151,0.1527,609.9,0.3699,0.4321,0.7025,REP-0053,high_pressure,HIGH_PRESSURE-01303
fraud_care_promo,0.1826,0.9313,0.2964,0.5455,0.125,583.1,0.3725,0.3788,0.6657,REP-0054,high_pressure,HIGH_PRESSURE-01304
fraud_care_promo,0.2563,0.9558,0.2804,0.634,0.1364,616.5,0.2806,0.3019,0.6918,REP-0055,high_pressure,HIGH_PRESSURE-01305
unresolvable_clean,0.0929,0.6328,0.3873,0.388,0.1406,678.7,0.5838,0.5029,0.731,REP-0056,high_pressure,HIGH_PRESSURE-01306
fraud_care_promo,0.2131,0.9427,0.3013,0.5739,0.1353,641.9,0.5559,0.3747,0.6746,REP-0057,high_pressure,HIGH_PRESSURE-01307
fraud_hic_exchange,0.1076,0.8894,0.3853,0.6326,0.1571,596.5,0.3522,0.2878,0.6888,REP-0058,high_pressure,HIGH_PRESSURE-01308
fraud_line_add,0.124,0.8382,0.3268,0.5972,0.1832,574.7,0.3211,0.3797,0.7336,REP-0059,high_pressure,HIGH_PRESSURE-01309
clean,0.4454,0.9498,0.0708,0.0235,0.079,712.2,0.5804,0.5088,0.7054,REP-0060,high_pressure,HIGH_PRESSURE-01310
loyalty_offer_missed,0.0568,0.9307,0.2884,0.8854,0.2041,601.3,0.3624,0.3988,0.7001,REP-0061,high_pressure,HIGH_PRESSURE-01311
loyalty_offer_missed,0.1097,0.961,0.2594,0.8974,0.2183,645.9,0.4499,0.3378,0.7065,REP-0062,high_pressure,HIGH_PRESSURE-01312
loyalty_offer_missed,0.07,0.9281,0.254,0.8972,0.2377,610.0,0.5868,0.4139,0.6654,REP-0063,high_pressure,HIGH_PRESSURE-01313
gamed_metric,0.1373,0.9089,0.1146,0.7251,0.1368,604.1,0.3452,0.3665,0.7384,REP-0064,high_pressure,HIGH_PRESSURE-01314
unresolvable_clean,0.0583,0.5651,0.3422,0.3883,0.1097,649.7,0.5688,0.3749,0.699,REP-0065,high_pressure,HIGH_PRESSURE-01315
gamed_metric,0.0917,0.9979,0.1224,0.7187,0.1491,639.4,0.5314,0.3517,0.7009,REP-0066,high_pressure,HIGH_PRESSURE-01316
clean,0.5443,0.9323,0.1024,0.0,0.0799,602.4,0.5404,0.5097,0.8638,REP-0067,high_pressure,HIGH_PRESSURE-01317
gamed_metric,0.0566,0.9261,0.1723,0.6624,0.1509,625.2,0.5301,0.3141,0.7006,REP-0068,high_pressure,HIGH_PRESSURE-01318
gamed_metric,0.1569,0.956,0.1898,0.6639,0.1482,594.5,0.454,0.426,0.6817,REP-0069,high_pressure,HIGH_PRESSURE-01319
clean,0.6798,0.9436,0.0889,0.0272,0.0913,590.5,0.456,0.2364,0.6975,REP-0070,high_pressure,HIGH_PRESSURE-01320
gamed_metric,0.0719,0.932,0.1114,0.7304,0.1768,580.7,0.3784,0.4126,0.728,REP-0071,high_pressure,HIGH_PRESSURE-01321
fraud_hic_exchange,0.1974,0.9275,0.449,0.6156,0.1615,624.9,0.555,0.3267,0.7714,REP-0072,high_pressure,HIGH_PRESSURE-01322
unresolvable_clean,0.0064,0.6088,0.3745,0.424,0.1365,631.3,0.5915,0.5225,0.7103,REP-0073,high_pressure,HIGH_PRESSURE-01323
gamed_metric,0.16,0.9188,0.1922,0.6861,0.1322,638.8,0.4694,0.3302,0.7308,REP-0074,high_pressure,HIGH_PRESSURE-01324
fraud_store_promo,0.1439,0.8531,0.4272,0.5932,0.1547,585.9,0.3817,0.4031,0.7017,REP-0075,high_pressure,HIGH_PRESSURE-01325
loyalty_offer_missed,0.1424,0.9382,0.2426,0.9274,0.2053,637.9,0.5412,0.3451,0.743,REP-0076,high_pressure,HIGH_PRESSURE-01326
fraud_line_add,0.0827,0.8447,0.3339,0.587,0.2473,632.3,0.4665,0.4294,0.6801,REP-0077,high_pressure,HIGH_PRESSURE-01327
fraud_store_promo,0.1767,0.9269,0.3792,0.5653,0.1673,667.5,0.5716,0.4569,0.7231,REP-0078,high_pressure,HIGH_PRESSURE-01328
fraud_line_add,0.1884,0.8606,0.3553,0.6201,0.1969,614.7,0.432,0.3402,0.8043,REP-0079,high_pressure,HIGH_PRESSURE-01329
fraud_line_add,0.1291,0.858,0.3417,0.5913,0.1959,660.1,0.4671,0.3427,0.7176,REP-0080,high_pressure,HIGH_PRESSURE-01330
clean,0.4706,0.9343,0.0985,0.0061,0.075,586.2,0.5443,0.3608,0.7341,REP-0081,high_pressure,HIGH_PRESSURE-01331
fraud_care_promo,0.0881,0.958,0.2883,0.5353,0.1571,654.8,0.5741,0.3903,0.7482,REP-0082,high_pressure,HIGH_PRESSURE-01332
clean,0.4447,0.9304,0.0877,0.0731,0.0346,651.5,0.5179,0.2953,0.6565,REP-0083,high_pressure,HIGH_PRESSURE-01333
clean,0.6037,0.9315,0.1107,0.0568,0.0683,676.7,0.5086,0.3557,0.749,REP-0084,high_pressure,HIGH_PRESSURE-01334
loyalty_offer_missed,0.1915,0.9946,0.2659,0.9485,0.2342,637.2,0.5033,0.3139,0.6021,REP-0085,high_pressure,HIGH_PRESSURE-01335
fraud_care_promo,0.163,0.9455,0.2836,0.5159,0.1707,647.0,0.6118,0.3923,0.7946,REP-0086,high_pressure,HIGH_PRESSURE-01336
gamed_metric,0.1617,0.9311,0.1632,0.7212,0.1549,593.0,0.3554,0.3478,0.686,REP-0087,high_pressure,HIGH_PRESSURE-01337
gamed_metric,0.1046,0.959,0.1366,0.7202,0.1565,607.8,0.4645,0.3211,0.7735,REP-0088,high_pressure,HIGH_PRESSURE-01338
clean,0.5277,0.9456,0.0536,0.0576,0.1077,620.0,0.4016,0.297,0.7057,REP-0089,high_pressure,HIGH_PRESSURE-01339
fraud_hic_exchange,0.1333,0.9097,0.4386,0.7194,0.1537,644.6,0.6058,0.5495,0.7395,REP-0090,high_pressure,HIGH_PRESSURE-01340
loyalty_offer_missed,0.1167,0.9608,0.2141,0.9245,0.2393,649.6,0.5258,0.4621,0.7155,REP-0091,high_pressure,HIGH_PRESSURE-01341
loyalty_offer_missed,0.0467,0.9714,0.2562,0.9592,0.2151,662.9,0.4618,0.346,0.6902,REP-0092,high_pressure,HIGH_PRESSURE-01342
clean,0.4031,0.9649,0.0608,0.1294,0.0622,663.6,0.6132,0.5028,0.7499,REP-0093,high_pressure,HIGH_PRESSURE-01343
gamed_metric,0.0955,0.9649,0.1503,0.7657,0.1225,620.2,0.4055,0.3279,0.6765,REP-0094,high_pressure,HIGH_PRESSURE-01344
loyalty_offer_missed,0.1295,0.9398,0.2419,0.9346,0.2388,617.4,0.4624,0.3765,0.706,REP-0095,high_pressure,HIGH_PRESSURE-01345
fraud_hic_exchange,0.1587,0.8945,0.4252,0.6295,0.1904,576.6,0.4381,0.4073,0.7117,REP-0096,high_pressure,HIGH_PRESSURE-01346
loyalty_offer_missed,0.0767,0.9623,0.2211,0.9097,0.1841,607.6,0.4074,0.3251,0.7444,REP-0097,high_pressure,HIGH_PRESSURE-01347
fraud_store_promo,0.1506,0.954,0.4112,0.6308,0.1769,627.4,0.5033,0.4597,0.866,REP-0098,high_pressure,HIGH_PRESSURE-01348
fraud_line_add,0.1665,0.8979,0.2879,0.625,0.2229,613.2,0.4688,0.3365,0.7937,REP-0099,high_pressure,HIGH_PRESSURE-01349
gamed_metric,0.0802,0.9471,0.1417,0.7602,0.122,572.8,0.4045,0.4332,0.7079,REP-0100,high_pressure,HIGH_PRESSURE-01350
fraud_line_add,0.1829,0.8558,0.2354,0.6813,0.2102,676.6,0.6512,0.4022,0.7157,REP-0101,high_pressure,HIGH_PRESSURE-01351
fraud_line_add,0.1534,0.9453,0.3083,0.5327,0.1878,569.2,0.4331,0.4584,0.5758,REP-0102,high_pressure,HIGH_PRESSURE-01352
clean,0.5953,0.991,0.0942,0.047,0.0651,578.1,0.3625,0.3718,0.7012,REP-0103,high_pressure,HIGH_PRESSURE-01353
unresolvable_clean,0.0509,0.6461,0.4275,0.4017,0.1262,629.2,0.386,0.3093,0.7706,REP-0104,high_pressure,HIGH_PRESSURE-01354
clean,0.5997,0.9542,0.0955,0.101,0.1095,618.7,0.3391,0.3497,0.6618,REP-0105,high_pressure,HIGH_PRESSURE-01355
clean,0.4668,0.969,0.0243,0.1274,0.1222,656.7,0.4841,0.4785,0.727,REP-0106,high_pressure,HIGH_PRESSURE-01356
loyalty_offer_missed,0.0172,0.9149,0.1896,0.8926,0.2228,654.6,0.5558,0.4367,0.7476,REP-0107,high_pressure,HIGH_PRESSURE-01357
clean,0.4643,0.8948,0.0918,0.0162,0.0526,636.2,0.4636,0.3437,0.872,REP-0108,high_pressure,HIGH_PRESSURE-01358
clean,0.5019,0.9343,0.0995,0.0,0.0712,640.5,0.5208,0.4266,0.7311,REP-0109,high_pressure,HIGH_PRESSURE-01359
loyalty_offer_missed,0.089,0.9434,0.274,0.8938,0.2001,649.7,0.4931,0.4999,0.7827,REP-0110,high_pressure,HIGH_PRESSURE-01360
unresolvable_clean,0.1305,0.5545,0.4293,0.3629,0.1014,569.5,0.3158,0.3608,0.8178,REP-0111,high_pressure,HIGH_PRESSURE-01361
loyalty_offer_missed,0.0958,0.9728,0.2836,0.8884,0.2214,590.9,0.418,0.4411,0.7933,REP-0112,high_pressure,HIGH_PRESSURE-01362
gamed_metric,0.0568,0.9308,0.1241,0.7935,0.1298,629.9,0.5523,0.4776,0.7461,REP-0113,high_pressure,HIGH_PRESSURE-01363
loyalty_offer_missed,0.145,0.9349,0.3075,0.8925,0.2126,693.0,0.5887,0.3532,0.7654,REP-0114,high_pressure,HIGH_PRESSURE-01364
fraud_hic_exchange,0.0574,0.8497,0.3938,0.641,0.1266,605.8,0.4289,0.3881,0.746,REP-0115,high_pressure,HIGH_PRESSURE-01365
gamed_metric,0.0445,0.9584,0.1448,0.6856,0.1548,603.2,0.5543,0.3118,0.7725,REP-0116,high_pressure,HIGH_PRESSURE-01366
fraud_hic_exchange,0.12,0.8723,0.4192,0.5914,0.1407,610.8,0.5723,0.3973,0.7965,REP-0117,high_pressure,HIGH_PRESSURE-01367
fraud_care_promo,0.1396,0.9608,0.3086,0.5514,0.1454,660.8,0.5134,0.3548,0.7889,REP-0118,high_pressure,HIGH_PRESSURE-01368
gamed_metric,0.1691,0.9381,0.1535,0.6629,0.1312,607.3,0.4813,0.3473,0.6621,REP-0119,high_pressure,HIGH_PRESSURE-01369
loyalty_offer_missed,0.1164,0.9742,0.2325,0.8558,0.2135,614.8,0.5393,0.3295,0.6312,REP-0120,high_pressure,HIGH_PRESSURE-01370
loyalty_offer_missed,0.09,0.9211,0.227,0.8685,0.2304,652.0,0.5007,0.4491,0.7051,REP-0121,high_pressure,HIGH_PRESSURE-01371
clean,0.4568,0.9193,0.0917,0.0555,0.0619,673.6,0.5183,0.3699,0.7071,REP-0122,high_pressure,HIGH_PRESSURE-01372
loyalty_offer_missed,0.0389,0.9114,0.278,0.8707,0.2231,574.6,0.3354,0.3724,0.6983,REP-0123,high_pressure,HIGH_PRESSURE-01373
unresolvable_clean,0.0841,0.6203,0.4274,0.4439,0.0923,625.6,0.4301,0.3978,0.6723,REP-0124,high_pressure,HIGH_PRESSURE-01374
fraud_care_promo,0.0825,0.9617,0.2469,0.621,0.1435,582.7,0.2587,0.3076,0.6819,REP-0125,high_pressure,HIGH_PRESSURE-01375
fraud_line_add,0.0971,0.9094,0.335,0.6395,0.21,598.3,0.3379,0.2768,0.6815,REP-0126,high_pressure,HIGH_PRESSURE-01376
fraud_store_promo,0.1951,0.9337,0.3926,0.5871,0.1342,649.7,0.4263,0.3586,0.785,REP-0127,high_pressure,HIGH_PRESSURE-01377
loyalty_offer_missed,0.1893,0.9819,0.2,0.8667,0.266,632.4,0.6131,0.5421,0.7013,REP-0128,high_pressure,HIGH_PRESSURE-01378
clean,0.4394,0.96,0.1201,0.109,0.0522,628.5,0.3539,0.4033,0.6492,REP-0129,high_pressure,HIGH_PRESSURE-01379
clean,0.5386,0.9093,0.0816,0.0828,0.0741,618.7,0.5875,0.5664,0.8053,REP-0130,high_pressure,HIGH_PRESSURE-01380
fraud_care_promo,0.1518,0.9258,0.2987,0.6062,0.1472,661.9,0.7699,0.494,0.77,REP-0131,high_pressure,HIGH_PRESSURE-01381
clean,0.5317,0.9483,0.1238,0.0584,0.0843,615.6,0.4648,0.4486,0.746,REP-0132,high_pressure,HIGH_PRESSURE-01382
gamed_metric,0.0529,0.9575,0.1385,0.7462,0.1361,627.3,0.3862,0.4425,0.6563,REP-0133,high_pressure,HIGH_PRESSURE-01383
loyalty_offer_missed,0.0474,0.9794,0.2674,0.9001,0.1744,634.3,0.4678,0.3379,0.7084,REP-0134,high_pressure,HIGH_PRESSURE-01384
clean,0.5105,0.9288,0.0616,0.0951,0.0288,608.7,0.5047,0.3385,0.7482,REP-0135,high_pressure,HIGH_PRESSURE-01385
clean,0.4324,0.8713,0.0717,0.0564,0.0464,640.6,0.4751,0.305,0.7164,REP-0136,high_pressure,HIGH_PRESSURE-01386
loyalty_offer_missed,0.0465,0.9712,0.2533,0.9048,0.2474,620.4,0.3779,0.2169,0.6958,REP-0137,high_pressure,HIGH_PRESSURE-01387
fraud_line_add,0.1708,0.8707,0.3649,0.6041,0.1875,634.8,0.5928,0.382,0.6685,REP-0138,high_pressure,HIGH_PRESSURE-01388
